,地區,大廈名單,曾有涉及個案最後到訪的日期,相關確診/疑似/個案編號
89,油尖旺,帝國酒店,949,
90,油尖旺,恆豐酒店,949,
91,元朗,蕃田村,950,
92,中西區,縉城峰 2座,953,
93,東區,新翠花園 6座,954,
94,元朗,大井圍村,955,
95,屯門,海景花園 8座,956,
96,東區,華裕閣,957,
97,東區,華裕閣,958,
98,荃灣,荃灣絲麗酒店,959,
99,觀塘,油塘工業城 B1座,960,
100,油尖旺,華寶大廈,961,
101,東區,太古城金殿台漢宮閣,962,
102,東區,華美達盛景酒店,963,
103,九龍城,新德園,964,
104,中西區,禧福道 1號新德園,965,
105,油尖旺,瓏璽 6B座,966,
106,中西區,文咸東街 127 號萬和閣,968,
107,觀塘,滙景花園 2座,969,
108,葵青,荃灣帝盛酒店,970,
109,離島,愉景灣朝暉徑,971,
110,油尖旺,漆咸道南 83-85 號金德大廈,972,
111,中西區,皇后大道中 273-277 號禧利大廈,973,
112,九龍城,東禧閣,974,
113,大埔,龍成堡,975,
114,元朗,十八鄉東頭村,976,
115,荃灣,珀麗灣 30座,977,
116,中西區,Branksome Grande,978,
117,灣仔,V Wanchai,979,
118,大埔,滌濤山,981,
119,沙田,駿景園 6座,982,
120,觀塘,秀茂坪邨秀程樓,983,
121,離島,愉景灣倚濤軒,984,
122,油尖旺,君匯港 1座,985,
123,中西區,宏基國際賓館,987,
124,沙田,雲疊花園 2座,988,
125,九龍城,太子道西 226 號皇子大廈,989,
126,中西區,君珀,990,
127,油尖旺,香港基督教青年會,992,
128,中西區,花園台 3座,993,
129,元朗,田心村,996,
130,沙田,雲端,997,
131,元朗,十八鄉東頭村,998,
132,中西區,香港萬怡酒店,1000,
133,中西區,碧雲樓,1001,
134,屯門,松苑 1座,1002,
135,元朗,仁壽圍,1003,
136,葵青,大窩口邨富泰樓,1004,
137,屯門,海景花園 8座,1005,
138,沙田,雲疊花園 2座,1007,
139,中西區,花園台 3座,1009,
140,屯門,星堤 11座,1013,
141,葵青,荃灣絲麗酒店,1015,
142,灣仔,太極軒 138,1017,
143,油尖旺,旺角維景酒店,1018,
144,深水埗,樂年花園二座,1018,
145,東區,康怡花園 F座,1022,
146,離島,海堤灣畔一座,1024,
147,中西區,華懋廣場 II期,"563, 683",22/03/2020
148,中西區,好利商業大廈,"182, 227, 276, 343, 360, 362, 367, 384, 386, 387, 389, 394, 411, 422, 432, 433, 440, 442, 453, 497, 501, 511, 513, 576, 627, 746, 877",24/03/2020
149,灣仔,謝斐道 76號,"276, 343, 362, 367, 386, 387, 389, 413, 432, 433, 434, 440, 477, 499, 501, 509, 513, 519, 524, 576, 635, 638, 707, 746, 864, 877, 951",24/03/2020
150,油尖旺,諾士佛臺 9號,"387, 389, 395, 411, 428, 433, 447, 450, 458, 462, 466,  483, 484, 498, 501, 510, 511, 512, 513, 514, 517, 526, 573, 581, 614, 615, 625, 663, 670, 674, 746, 755, 846, 863, 904, 906, 998",24/03/2020
151,油尖旺,諾士佛臺 10-11 號,"483, 516",24/03/2020
152,油尖旺,明華廣場,"567, 842",24/03/2020
153,油尖旺,加拿分道 25號,"662, 687, 702, 704, 705, 758, 759",24/03/2020
154,灣仔,樂聲大廈,"903, 923, 925, 932, 954",25/03/2020
155,灣仔,盧押道 23號,"682, 857",26/03/2020
156,灣仔,謝斐道 82號,"276, 362, 367, 386, 387, 389, 432, 433, 440, 481, 501, 513, 531, 626, 746, 877, 973",27/03/2020
157,油尖旺,國際廣場,"504, 756",28/03/2020
158,油尖旺,諾士佛臺 10號,"567, 842",28/03/2020
159,油尖旺,K11 Musea,"687, 702, 704, 705, 758, 759",28/03/2020
160,南區,業勤街 23號,"719, 801, 849",28/03/2020
161,深水埗,石硤尾報案中心及西九龍機 動部隊行動基地,"663, 854",01/04/2020
162,東區,華蘭中心,"801, 960",01/04/2020
163,灣仔,告士打道 88號,"923, 925",03/04/2020
164,中西區,信德中心,"923, 932",04/04/2020
165,九龍城,晴朗商場,925,05/04/2020
166,荃灣,川龍村 57-58 號,936,05/04/2020
167,油尖旺,銀行中心廣場,936,05/04/2020
168,沙田,新城市廣場,936,05/04/2020
169,油尖旺,新世紀廣場,936,05/04/2020
170,北區,彩園邨彩珠樓,945,05/04/2020
171,東區,柴灣市政大廈柴灣街市,958,05/04/2020
172,灣仔,皇室堡,"903, 925, 944",05/04/2020
173,灣仔,香港港安醫院,935,06/04/2020
174,北區,石湖墟市政大廈,945,06/04/2020
175,北區,海聯廣場,945,06/04/2020
176,東區,漁灣街市,958,06/04/2020
177,東區,漁灣邨行政大樓,958,06/04/2020
178,觀塘,大本型,960,06/04/2020
179,中西區,文咸東街 121 號,971,06/04/2020
180,灣仔,英皇集團中心,972,06/04/2020
181,中西區,萬邦行,978,06/04/2020
182,黃大仙,八達工業大廈,978,06/04/2020
183,中西區,置地文華東方酒店,978,06/04/2020
184,油尖旺,新東海商業中心,955,07/04/2020
185,九龍城,又一城,955,07/04/2020
186,中西區,皇后大道中 176 號,972,07/04/2020
187,中西區,中保集團大廈,972,07/04/2020
188,中西區,皇后大道中 9號,972,07/04/2020
189,元朗,嘉湖新北江商場,996,07/04/2020
190,油尖旺,金德大廈,972,08/04/2020
191,油尖旺,赫德道 8號,972,08/04/2020
192,中西區,環球大廈,981,08/04/2020
193,元朗,百宜樓,996,08/04/2020
194,元朗,安寧大廈,996,08/04/2020
195,元朗,+WOO 嘉湖,976,09/04/2020
196,東區,康怡廣場(南),1022,11/04/2020
197,灣仔,希雲街 16號,1022,11/04/2020
198,屯門,黃金海岸鄉村俱樂部.遊艇 會,1013,12/04/2020
199,灣仔,養和醫院,1013,12/04/2020
200,灣仔,養和醫院,1022,13/04/2020
201,東區,太古城中心,1022,14/04/2020
